num_tasks	util	tset_idx	idx	filename	perf	c_duration	c_period	dl_runtime	dl_period	dl_deadline	cpu	freq	count	misses	miss_ratio	minslack	maxslack	migrations	tot_duration
6	1.15	7	1	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task01-1.log	325	29948	120000	31948	120000	120000	5	1.4	491	0	0.0	89225	89434	0	58919928
6	1.15	7	2	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task02-2.log	53	4896	170000	6896	170000	170000	7	1.4	347	0	0.0	164740	164912	0	58989934
6	1.15	7	3	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task03-3.log	834	76746	350000	80786	350000	350000	7	1.4	168	0	0.0	266388	271903	43	58794812
6	1.15	7	4	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task04-4.log	1444	132924	930000	139920	930000	930000	7	1.4	63	0	0.0	711078	794693	35	58589953
6	1.15	7	5	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task05-5.log	840	77295	230000	81364	230000	230000	6	1.4	256	0	0.0	150945	151298	0	58879944
6	1.15	8	0	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task00-0.log	127	11737	150000	13737	150000	150000	5	1.4	393	0	0.0	137790	137945	0	58949937
6	1.15	8	1	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task01-1.log	1455	133900	560000	140948	560000	560000	6	1.4	105	0	0.0	392565	423792	39	58799973
6	1.15	8	2	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task02-2.log	327	30122	480000	32122	480000	480000	6	1.4	122	0	0.0	449011	449196	0	58559922
6	1.15	8	3	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task03-3.log	2752	253194	480000	266520	480000	480000	4	1.4	122	0	0.0	218681	222539	0	58559928
6	1.15	8	4	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task04-4.log	332	30549	920000	32549	920000	920000	4	1.4	64	0	0.0	631133	888824	17	58879970
6	1.15	8	5	out-results/global/performance/ts_n06_i08_u1.1500.rt-app.d/rt-app-task05-5.log	569	52435	370000	55195	370000	370000	7	1.4	159	0	0.0	316298	316608	0	58829937
6	1.15	9	0	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task00-0.log	156	14437	200000	16437	200000	200000	7	1.4	295	0	0.0	185009	185195	0	58999930
6	1.15	9	1	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task01-1.log	922	84894	480000	89363	480000	480000	4	1.4	122	0	0.0	326680	393601	73	58559800
6	1.15	9	2	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task02-2.log	180	16606	130000	18606	130000	130000	6	1.4	453	0	0.0	112788	112976	0	58889944
6	1.15	9	3	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task03-3.log	883	81246	370000	85523	370000	370000	7	1.4	159	0	0.0	272214	287316	89	58829953
6	1.15	9	4	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task04-4.log	123	11399	130000	13399	130000	130000	5	1.4	453	0	0.0	118098	118275	0	58889964
6	1.15	9	5	out-results/global/performance/ts_n06_i09_u1.1500.rt-app.d/rt-app-task05-5.log	709	65294	170000	68731	170000	170000	4	1.4	347	0	0.0	93778	103548	0	58989960
6	1.3	0	0	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task00-0.log	3294	303103	1150000	319056	1150000	1150000	5	1.4	51	0	0.0	788032	841496	25	58596565
6	1.3	0	1	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task01-1.log	298	27434	100000	29434	100000	100000	5	1.4	590	0	0.0	71804	71998	0	58999952
6	1.3	0	2	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task02-2.log	468	43067	910000	45334	910000	910000	4	1.4	64	0	0.0	812591	866090	16	58239965
6	1.3	0	3	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task03-3.log	567	52220	540000	54969	540000	540000	4	1.4	109	0	0.0	486541	486818	0	58859940
6	1.3	0	4	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task04-4.log	490	45121	320000	47496	320000	320000	6	1.4	184	0	0.0	273700	274001	0	58879965
6	1.3	0	5	out-results/global/performance/ts_n06_i00_u1.3000.rt-app.d/rt-app-task05-5.log	530	48812	120000	51382	120000	120000	7	1.4	491	0	0.0	69915	70297	0	58919960
6	1.3	1	0	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task00-0.log	69	6439	320000	8439	320000	320000	6	1.4	184	0	0.0	313194	313357	0	58879957
6	1.3	1	1	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task01-1.log	189	17406	100000	19406	100000	100000	4	1.4	590	0	0.0	82025	82192	0	58999973
6	1.3	1	2	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task02-2.log	8866	815737	1180000	858671	1180000	1180000	4	1.4	50	0	0.0	262193	350361	24	58982064
6	1.3	1	3	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task03-3.log	265	24449	400000	26449	400000	400000	5	1.4	147	0	0.0	344801	375002	9	58799970
6	1.3	1	4	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task04-4.log	1891	174025	910000	183185	910000	910000	5	1.4	64	0	0.0	602152	732976	34	58214880
6	1.3	1	5	out-results/global/performance/ts_n06_i01_u1.3000.rt-app.d/rt-app-task05-5.log	235	21648	280000	23648	280000	280000	7	1.4	210	0	0.0	257720	257897	0	58799972
6	1.3	2	0	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task00-0.log	1184	108977	610000	114713	610000	610000	6	1.4	96	0	0.0	458655	499059	38	58519939
6	1.3	2	1	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task01-1.log	1046	96239	660000	101305	660000	660000	4	1.4	89	0	0.0	521858	561988	40	58719839
6	1.3	2	2	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task02-2.log	212	19556	460000	21556	460000	460000	4	1.4	128	0	0.0	439806	439985	0	58879964
6	1.3	2	3	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task03-3.log	689	63460	130000	66800	130000	130000	5	1.4	453	0	0.0	64899	65401	0	58889954
6	1.3	2	4	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task04-4.log	424	39074	210000	41131	210000	210000	6	1.4	280	0	0.0	169772	170146	0	58799966
6	1.3	2	5	out-results/global/performance/ts_n06_i02_u1.3000.rt-app.d/rt-app-task05-5.log	197	18188	100000	20188	100000	100000	7	1.4	590	0	0.0	81161	81380	0	58999958
6	1.3	3	0	out-results/global/performance/ts_n06_i03_u1.3000.rt-app.d/rt-app-task00-0.log	279	25752	180000	27752	180000	180000	4	1.4	327	0	0.0	153442	153682	0	58859968
6	1.3	3	1	out-results/global/performance/ts_n06_i03_u1.3000.rt-app.d/rt-app-task01-1.log	255	23514	220000	25514	220000	220000	7	1.4	268	0	0.0	195801	195950	0	58959966
6	1.3	3	2	out-results/global/performance/ts_n06_i03_u1.3000.rt-app.d/rt-app-task02-2.log	865	79661	580000	83854	580000	580000	4	1.4	101	0	0.0	443825	498916	46	58553480
