num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
8	2.05	6	0	1486	760	0.5114401076716016	-3606206	453464	32
8	2.05	7	0	2747	424	0.1543502002184201	-312939	1027473	0
8	2.05	8	0	2520	424	0.16825396825396827	-246002	663726	0
8	2.05	9	0	1949	276	0.14161108260646485	-219380	552010	0
8	2.2	0	0	2110	265	0.12559241706161137	-83412	717265	0
8	2.2	1	0	2521	783	0.310591035303451	-19743827	247530	333
8	2.2	2	0	2423	770	0.31778786628146927	-268461	522680	0
8	2.2	3	0	1629	531	0.3259668508287293	-1881924	716024	0
8	2.2	4	0	1258	1044	0.8298887122416534	-2298730	726919	0
8	2.2	5	0	1731	1131	0.6533795493934142	-1777355	689429	0
8	2.2	6	0	1465	446	0.3044368600682594	-10802128	421291	21
8	2.2	7	0	2654	2255	0.8496608892238131	-2790829	941581	0
8	2.2	8	0	2492	1209	0.48515248796147675	-1430415	661649	0
8	2.2	9	0	1937	998	0.5152297367062467	-1014294	580918	0
8	2.35	0	0	2120	1256	0.5924528301886792	-1524121	685607	0
8	2.35	1	0	2675	1183	0.4422429906542056	-2290386	240908	147
8	2.35	2	0	2385	1461	0.6125786163522012	-1415705	520040	0
8	2.35	3	0	1613	892	0.5530068195908245	-3483841	713274	0
8	2.35	4	0	1232	913	0.7410714285714286	-3576308	806788	0
8	2.35	5	0	1725	1173	0.68	-2502585	686691	0
8	2.35	6	0	1439	714	0.4961779013203614	-6129044	559539	16
8	2.35	7	0	2655	2200	0.8286252354048964	-2692867	932843	0
8	2.35	8	0	2452	1337	0.5452691680261011	-2870424	659572	0
8	2.35	9	0	1886	1604	0.8504772004241782	-3095244	524878	0
8	2.5	0	0	2074	1380	0.665380906460945	-3279314	908494	0
8	2.5	1	0	2681	869	0.32413278627377845	-1846252	234230	53
8	2.5	2	0	2316	1629	0.7033678756476683	-3607294	462924	0
8	2.5	3	0	1589	1068	0.672120830711139	-4406489	710489	0
8	2.5	4	0	1212	1142	0.9422442244224423	-4392381	527539	0
8	2.5	5	0	1674	1200	0.7168458781362007	-4347201	683904	0
8	2.5	6	0	1435	1108	0.7721254355400697	-6307626	497435	9
8	2.5	7	0	2610	2317	0.8877394636015326	-3571868	821291	0
8	2.5	8	0	2412	1594	0.6608623548922057	-4402275	641750	0
8	2.5	9	0	1787	1711	0.95747062115277	-5312666	378599	0
8	2.6	0	0	2121	1277	0.6020744931636021	-1470870	781174	0
8	2.6	1	0	2676	934	0.34902840059790735	-2032012	179677	20
8	2.6	2	0	2257	1656	0.7337173238812583	-5562343	443550	0
8	2.6	3	0	1638	642	0.39194139194139194	-1024190	708663	0
